Country Name,Country Code,Series Name,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004]
Brazil,BRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.4767740290855,4.11575648758173,4.34203412773382,4.1683282240444,4.5068861822272,4.32561053879483,4.31914942942436,4.89138608590072,4.56511260377134,..,4.64598154008681,4.75045997570861,4.80104301642181,5.47527489339298,6.1671843856504,4.56785125720661,4.41691531634407,4.37004389474886,4.65116884415235,5.66531157603221
Brazil,BRA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,98.9,98.9,99,99,99.1,99.1,99.1,..,..,..,98.6,98.6,98.3,98.5,98.4,98.8,98.6,97,98.6,98.6
Brazil,BRA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,90.474951711469,93.3887029495729,95.1554468543532,101.064049187409,100.045938658098,103.440536868402,107.063168960991,111.327117483136,111.260737709715,..,69.40366800425,70.6812450382375,72.8651485328614,75.1816670515262,74.26218467504,85.908778325931,87.3153317443005,82.9100895832395,76.2351918561332,72.90877494497
Brazil,BRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,31480932200,88452079263.99,101157817518.34,86606502980.75,69686087840.68,97179590334.89,74718044773.96,77794463496.95,70685049297.95,..,28576000000,32994718699.75,23225846372.251,16586600193.114,10123013670.9901,50716402711.4787,44579492463.6336,19378093068.2773,15459981604.1196,18181190855.2842
Brazil,BRA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,12920,13830,14580,15070,15780,15880,15320,14860,15200,..,8140,8750,8920,9200,9380,12930,12240,11310,10630,10090
Brazil,BRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,86.9107562373934,100.067942853124,117.95330092774,123.81456217733,133.93687626919,137.468531957737,125.175585210072,117.536233367163,112.996556835352,..,8.70153037195237,13.228644079629,16.1719609833257,19.3620684503365,25.4124944571976,78.0610223715034,63.3315358004235,52.8635235870118,46.122166255065,35.5123674356966
Brazil,BRA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,5.4,..,4.7,3.8,3.8,2.8,3.4,4.3,4.8,..,13.4,..,11.6,10.3,11.1,5.6,6.8,7.2,8.6,9.7
Brazil,BRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,25.7,26.5,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.856938,98.883056640625,99.328691,99.519494,99.575151,99.650247,99.710902,100,..,..,94.76296,94.4665679931641,96.016528,96.652996,96.980098,98.526625,98.125382,97.594314,97.093513,96.765107
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.125775153627558,7.54179863570168,3.98527761463821,1.93310788929955,3.01030558066189,0.508210254249647,-3.54976724660116,-3.46816285562606,0.97608568137602,..,0.469066587492748,4.11248423957235,1.38283202786526,3.05401649348664,1.1398868686459,5.09085791114555,6.06035358460959,3.95729682920643,3.19646411192971,5.76441160717781
Brazil,BRA,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,..,..,..,0.56,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,9.78618898134402,9.53019294093058,9.43451606248288,9.41993615797438,9.29518965196507,9.05992241632572,8.83272400747757,8.56294266093139,7.91511092019469,..,16.0647884668303,14.6762416552997,13.9834613523738,13.3014877128561,12.3489989653686,10.2508986328991,10.2829969681319,10.6257605277639,11.6414956027145,12.9166481669765
China,CHN,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.3,99.6,99.7,99.8,99.9,99.9,99.9,..,..,..,96.8,96.6,97.3,96.7,95.9,99.1,98.4,97.8,97.5,97.3
China,CHN,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,141.68051109137,142.19877114735,140.603051388847,149.082586041538,155.735525528118,167.236891060141,193.409580233901,215.182680594683,215.237743803675,..,118.162355873896,118.400433908427,121.659922879669,141.82417214049,150.10958040553,118.735590161894,125.691587761034,131.580293857395,132.590515888266,138.6671322758
China,CHN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,131057052869.5,243703434558.178,280072219149.935,241213868161.42,290928431467.003,268097181064.335,242489331627.399,174749584584.051,168223583736.789,..,38753000000,42095300000,47053000000,53073618897.4036,57900937467.3864,171534650311.569,156249335203.202,124082035618.506,104108693867.085,68117272181.2194
China,CHN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,8360,9290,10290,11320,12270,13460,14400,15480,16760,..,2630,2900,3180,3520,3940,7680,6880,5870,5060,4440
China,CHN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,55.2645243959093,63.173361051305,72.1219183898949,80.8723179789639,88.8862477291362,92.5173289187736,92.4808728658819,97.2521300341807,104.58168186767,..,3.3946818715902,6.6443320165695,11.2182025299349,15.8630534010178,20.6647727085398,47.6969456401434,40.9414865975522,34.6866420099891,29.7668740739467,25.4811335251777
China,CHN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,11.2,7.9,6.5,1.9,1.4,0.7,..,..,..,40.2,..,..,31.7,..,14.8,..,..,18.5,..
China,CHN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,17.2,12.7,10.2,8.5,7.2,5.7,4.5,3.1,..,..,..,..,..,..,..,..,..,..,..
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.1156463623047,99.7,99.7487258911133,99.9163818359375,99.9831161499023,99.9984893798828,100,100,..,..,95.9132308959961,96.2439270019531,96.5562057495117,96.8561401367187,97.149787902832,98.7499160766602,98.3987045288086,98.0668106079102,97.7424926757813,97.4432144165039
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.39981317141536,10.6361404632298,9.5364430080555,7.85626211026953,7.75763514617024,7.29766595938155,6.90020481672437,6.69999999999993,6.90000000000013,..,7.66748617086637,8.49150849150834,8.33991054985566,9.13064594463337,10.0356030262568,9.65428937259927,14.231388035688,12.7194790206908,11.3957759412304,10.1112234580387
China,CHN,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,..,..,..,0.673,..,..,..,..,..,..,..,..,..,..,..
France,FRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.32316199671353,1.60402828863388,1.6502871934041,1.63179503677703,1.45863217691004,1.55635615985933,1.60564438654459,1.45039325701527,1.5096183845652,..,2.23626141060772,2.0983575513075,2.10700819139254,2.01085885192927,1.85016428870167,1.51522299962858,1.6129929533935,1.51849064281003,1.68010170422531,1.82269094417374
France,FRA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,97.9,97.5,96.2,97.1,98.3,98.3,97.7,97.4,..,..,..,..,99.6,..,..,98,98.1,98.3,97.9,98
France,FRA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,140.570030706117,143.848134280297,145.879140231902,147.673692696873,143.813566006625,146.773577577084,147.414475407927,155.20042466732,157.671515312835,..,..,..,102.78097776622,100.525182497612,102.605929111173,143.239040745239,137.582004368072,127.01840921007,106.060008890625,103.096737771116
France,FRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,18380195792.7671,38899924637.7217,44191741839.7551,32950453827.8547,31589259642.153,5809580555.10443,42803255076.3836,45349681277.976,47335618618.877,..,45986859387.4475,41382267637.1702,50126614944.0104,51493238175.3571,42324928757.8752,67999194663.2055,83780962091.2732,78945704919.8979,85179159787.3156,35581202492.2809
France,FRA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,35350,36730,38320,38180,40040,40680,41100,42020,43790,..,24930,26700,28140,28930,28610,35910,34870,33180,31140,29580
France,FRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,92.3915941739026,91.6833077515988,94.4310423138876,97.8317477157756,99.0677131198402,101.922962660069,103.450039662752,104.40401670625,106.213419643978,..,36.1343673481471,48.7388639694058,61.7536752528557,64.0684953224468,68.871896274584,93.0088283783521,89.3435300782186,83.8765724949655,78.5316630167277,73.1589461045185
France,FRA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0
France,FRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,..,..,100,100,100,100,100,100,100,100,100,100
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.94134105795949,1.96565737641497,2.0792291743201,0.182693034194116,0.576241545777577,0.947586472086044,1.06746164702885,1.1876503808742,1.81940018089266,..,3.40709914778192,3.87516225892932,1.95444942442889,1.11845689131513,0.81953166864028,0.195294767119066,2.36149887424855,2.37494689985766,1.60771381370549,2.78642411066656
France,FRA,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,..,..,..,0.765,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.660412635960135,0.647271768873592,0.7386649501317,0.702906905077839,0.87890625,0.689725726094385,0.555221526785274,0.553171864315135,0.634317495824843,..,0.912885978846228,0.953186422739643,1.03933756909879,0.855885827573564,0.78303484559115,0.804726474974041,0.742749370332202,0.705776663532853,0.68661283172379,0.908033929059024
Germany,DEU,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,98.3,98.3,98.3,98.5,98.5,98.5,98.7,..,..,..,98.7,98.6,98.6,98.6,98.6,98.5,98.4,98.4,98.2,98.2
Germany,DEU,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,128.450989318289,164.797562847376,161.966764331587,156.924945436616,136.886322463768,139.753961677357,134.343107781775,133.762344746426,128.586483215101,..,..,..,139.566759180678,138.099751503877,137.079744874059,122.282823393475,120.480139103862,127.361704794735,132.598376259312,134.166174877346
Germany,DEU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,56668665257.6315,86053684912.306,97480731019.8159,65464274951.493,67407574806.8454,19778357283.9228,54117739829.4413,58056857838.5927,77983391530.4459,..,55906671343.5536,247986590494.919,56930659865.426,51222015764.7202,65348359020.9572,30926055579.1302,50845049518.8358,87441737295.5494,59855759874.2003,-20444719445.6139
Germany,DEU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,37870,40000,43770,44590,46250,48020,48690,49770,51680,..,26140,27110,28260,28980,29720,38400,36980,34840,32250,31650
Germany,DEU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,129.684686382658,109.277748868484,112.313764873543,113.980879929433,123.095833257604,122.138195201698,117.932453171631,126.314367711806,129.088475584936,..,28.7745902719745,59.1524442131841,68.8359799728826,72.4502470645568,79.3276783389959,130.065126568723,118.302990208663,105.042468972387,97.0611023215346,87.2807009975897
Germany,DEU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0,0,0,..,0,..,0,..,..,..,..,0,0,0.2,0.2,0,0,0,0,0
Germany,DEU,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,..,..,100,100,100,100,100,100,100,100,100,100
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-5.61886043465857,4.07993330487069,3.66000015503516,0.491992829138056,0.489584482494635,1.92969040980758,1.74320539365993,1.94362542781317,2.2228247553612,..,1.98713494928661,2.96204536784524,1.69547145188611,0,-0.709906171880789,1.08231540391905,3.26053529682157,3.70015957205484,0.70671394810023,1.16997041286515
Germany,DEU,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,..,..,..,0.795,..,..,..,..,..,..,..,..,..,..,..
India,IND,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,17.2827262706275,17.5173523892218,17.1919735574426,16.8453770659344,17.1484235434587,16.7919345145841,16.1679868554494,16.2845948141324,15.4695460327208,..,23.2532355579835,21.8573679189501,21.8690478033619,19.7612880615741,19.8056998928911,17.3100958352342,17.3314629389136,17.3941157281709,17.8422604190221,18.0194561289594
India,IND,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,81.4,..,85.7,..,..,42.3,42.5,..,..,..,52.3,..,46.6,..,..
India,IND,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,72.3448350648793,74.2567540386956,76.1459100051044,77.1794747105878,77.9168476433218,75.9081697292375,75.6541113860495,75.0338017296392,73.4598099425796,..,48.9919700616704,52.7888249898151,54.5232908019523,58.7404861275894,57.4251774340181,69.7916841128536,62.7131021418371,62.7799008009985,60.1881241657476,59.3857635291996
India,IND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,35581372929.6642,27396885033.7838,36498654597.8589,23995685014.2142,28153031270.3203,34576643694.1383,44009492129.5319,44458571545.798,39966091358.7384,..,2168591054.37925,3584217307.18756,5128093561.62688,5208967106.27894,3681984671.43429,43406277075.8109,25227740886.6819,20029119267.1396,7269407225.61438,5429250989.85717
India,IND,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3900,4270,4600,4860,5190,5610,6060,6500,6980,..,1880,1960,2070,2140,2320,3620,3470,3110,2810,2530
India,IND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,43.2432608002253,61.1049389725968,71.6674676818529,68.4620612322595,69.3203850502989,72.9606906545125,76.4717128013315,85.1709256957691,87.2849180952638,..,0.182140123303243,0.339688704433694,0.610371924112235,1.19287164277563,3.04053729884233,28.9763936457102,19.8036547735587,14.2902912237339,7.8785533396512,4.63709626019634
India,IND,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,31.1,..,21.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.2
India,IND,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,29.8,..,21.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.2
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,75,76.3,67.6,79.9,79.5991134643555,81.2395095825195,88,84.5268173217773,..,..,60.1,59.3957443237305,55.8,62.3,63.9244918823242,71.5473175048828,69.9880218505859,67.9,66.9324493408203,64.4
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.47978389695572,10.259963064554,6.63836258517259,5.45638875297365,6.38610640094825,7.41022760508852,8.15442502779769,7.11268609734361,6.68118228178416,..,8.84575556126177,3.84099115675511,4.82396626409319,3.80397532130318,7.86038147554173,3.89095706246896,9.80136033673229,9.26396475888482,9.2848246159904,7.92294341843562
India,IND,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,..,..,..,0.44,..,..,..,..,..,..,..,..,..,..,..
Indonesia,IDN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,15.290148146172,13.929212707137,13.5122870743946,13.3739742350727,13.3566991621949,13.3367549992146,13.4926435578886,13.471110915125,13.142301416182,..,19.612676402133,15.6787044387708,15.9949177621389,16.3196689664379,15.1853482186248,14.4817402607762,13.7166831034562,12.9738027192484,13.1266186400506,14.3357802955642
Indonesia,IDN,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,82.2,..,83.1,87.4,..,..,92.6,..,..,..,66.9,..,68.4,66.3,74.86,73,..,..,71.5
Indonesia,IDN,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,36.9663867888269,34.1824385106984,36.5501402527859,40.7680328726522,43.4292637347275,43.4238447014359,46.7740662515085,47.9361711047712,46.9674899487325,..,62.0739588459584,60.6768338125613,54.4672032567141,52.3933205912242,49.2041774177417,36.7701925815951,40.5802114688395,41.6593586903631,46.204917311656,49.6232331453892
Indonesia,IDN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,4877369178.43651,15292009410.5099,20564938226.7185,21200778607.8727,23281742361.5305,25120732059.5134,19779127976.9576,4541713739.23769,21464553719.3502,..,-1865620963.49087,-4550355285.71428,-2977391857.14286,145085548.722222,-596923827.786241,9318453649.82664,6928480000,4914201435.40071,8336257207.64285,1896082770
Indonesia,IDN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,7510,8040,8590,9160,9680,10180,10670,11240,11900,..,4020,4300,4630,4880,5100,7220,6730,6240,5780,5390
Indonesia,IDN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,68.386660863943,87.1213273081293,101.667880637153,113.291547499672,124.280483090373,127.613920287167,131.292828394227,147.663950616543,173.840223017283,..,1.06463821861231,1.73457481264728,3.03997638262732,5.37911103330659,8.38614933625356,59.5268775298922,40.0820744688698,27.7599695980914,20.6913709697731,13.5664667478918
Indonesia,IDN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,18.2,15.7,13.3,11.6,9.4,7.9,7.2,6.5,5.7,..,41.7,39.3,35.5,22.8,22.6,21.8,22.4,27.4,21.1,23.9
Indonesia,IDN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,11.2,10.9,10.6,..,..,..,..,..,..,..,..,..,..,..
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.55,94.15,94.83,96,96.4642583061542,97.01,97.5373674369822,97.62,..,..,83.73,86.3,86.26,87.6,87.94,92.73,91.1,90.62,86.1946258544922,89.01
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.62887118256154,6.22385418062366,6.1697842077098,6.03005065305615,5.55726368891037,5.00666842575535,4.87632230022051,5.03327959153033,5.06768027409007,..,0.79112608199847,4.9200677470169,3.64346644721493,4.49947539085764,4.78036912167654,6.01370360009123,6.34502222667214,5.50095178520348,5.69257130383384,5.03087394501685
Indonesia,IDN,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,..,..,..,0.535,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.78968709785112,1.77104663123954,1.88585646734347,1.96482908883537,2.09486593878807,1.94081712281062,2.01887025244667,1.89270567009178,1.92481403049283,..,2.71245516047681,2.55234084877479,2.48421306127339,2.36423221321655,2.35002332622138,1.86694758842136,1.8907324950539,1.93976854881718,2.02900467233729,2.34491678085883
Italy,ITA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.8,99.9,99.9,..,99.9,99.9,..,..,..,..,..,99.8,..,99.6,99.6,99.8,99.6,99.8,99.8,99.8
Italy,ITA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,146.288940473017,160.457820730196,164.120481752594,177.391625058499,172.714480520399,172.109026165056,169.675067315744,170.643876512309,166.163978164108,..,..,..,93.9452002948363,93.5319828247142,99.2469599692128,137.613264656673,124.819918700298,108.617881327506,104.719695004214,100.327977239403
Italy,ITA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,16574423267.733,9937474797.02774,34443576599.8205,34812127.5551014,19530574590.5205,17028003371.6525,13299083868.094,19635898219.4769,9235201167.26532,..,6942860356.75345,13176403310.8984,14873909552.7108,17216956813.3538,19552932110.9414,-9500316172.95794,65987320735.5399,56964903121.093,36777786838.5297,20086849958.4175
Italy,ITA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,34490,34970,36250,36190,36070,36070,36440,38470,39640,..,25480,26920,27870,28510,28940,35080,34020,32460,30100,29410
Italy,ITA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,150.955883278811,156.816324552999,160.711223401889,162.70280591733,162.336775155862,150.89972474589,147.369799637041,144.634014257259,141.293268688121,..,52.9835708782665,73.735828748145,89.1136106720148,93.7687661879794,97.6318019437517,151.827527585659,151.40058055238,136.117431133776,121.58109910776,107.274668831558
Italy,ITA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,1,1.2,1.2,1.2,1.4,1.2,2,..,..,..,..,..,..,..,0.7,0.7,0.7,0.7,0.7,0.7
